"","pmid","annotator_id","characteristic","class","explanation","categories","counts","percentages"
"2664","36389342","MPV4310","Diabetes Diagnosis","Health-Related","Presence or absence of diabetes diagnosis.","With Diabetes","15","5%"
"2665","36389342","MPV4310","Diabetes Diagnosis","Health-Related","Presence or absence of diabetes diagnosis.","Without Diabetes","282","95%"
"2666","36389342","MPV4310","Myocardial Infarction Diagnosis","Health-Related","Presence or absence of myocardial infarction diagnosis.","With Myocardial Infarction",NA,NA
"2667","36389342","MPV4310","Myocardial Infarction Diagnosis","Health-Related","Presence or absence of myocardial infarction diagnosis.","Without Myocardial Infarction",NA,NA
"2668","30368247","NIP9973","Age","Demographic","The distribution of age groups among the study participants.","45-60","988,490","33.7%"
"2669","30368247","NIP9973","Age","Demographic","The distribution of age groups among the study participants.","61-70","1,156,635","39.5%"
"2670","30368247","NIP9973","Age","Demographic","The distribution of age groups among the study participants.","71-80","602,366","20.6%"
"2671","30368247","NIP9973","Age","Demographic","The distribution of age groups among the study participants.","81+","183,325","6.2%"
"2672","30368247","NIP9973","Sex","Demographic","The distribution of male and female participants.","Male","560,616","44.0%"
"2673","30368247","NIP9973","Sex","Demographic","The distribution of male and female participants.","Female","714,200","56.0%"
"2674","30368247","NIP9973","Height","Demographic","The distribution of participants' heights in centimeters.","Mean Height","162.4 cm","N/A"
"2675","30368247","NIP9973","Weight","Demographic","The distribution of participants' weights in kilograms.","Mean Weight","60.7 kg","N/A"
"2676","30368247","NIP9973","Body Mass Index","Demographic","The distribution of participants' body mass index values.","Baseline","23.2","N/A"
"2677","30368247","NIP9973","Body Mass Index","Demographic","The distribution of participants' body mass index values.","Mean","23.1","N/A"
"2678","30368247","NIP9973","Body Mass Index","Demographic","The distribution of participants' body mass index values.","Coefficient of Variation (CV)","2.02","N/A"
"2679","30368247","NIP9973","Body Mass Index","Demographic","The distribution of participants' body mass index values.","Standard Deviation (SD)","0.47","N/A"
"2680","30368247","NIP9973","Body Mass Index","Demographic","The distribution of participants' body mass index values.","Variability Independent of the Mean (VIM)","0.47","N/A"
"2681","30368247","NIP9973","Region","Geographic","The distribution of participants by region.","Northeast",NA,NA
"2682","30368247","NIP9973","Region","Geographic","The distribution of participants by region.","South",NA,NA
"2683","30368247","NIP9973","Region","Geographic","The distribution of participants by region.","East",NA,NA
"2684","30368247","NIP9973","Region","Geographic","The distribution of participants by region.","West",NA,NA
"2685","30368247","NIP9973","Diabetes Status","Health-Related","The distribution of participants with and without diabetes.","With Diabetes",NA,NA
"2686","30368247","NIP9973","Diabetes Status","Health-Related","The distribution of participants with and without diabetes.","Without Diabetes",NA,NA
"2687","30368247","NIP9973","Smoking","Other","The smoking status of participants.","None",NA,NA
"2688","30368247","NIP9973","Smoking","Other","The smoking status of participants.","Ex-smoker",NA,NA
"2689","30368247","NIP9973","Smoking","Other","The smoking status of participants.","Current smoker",NA,NA
"2690","37441712","FKH9623","Age","Demographic","The distribution of age groups among the study participants.","<30 years",NA,"NA"
"2691","37441712","FKH9623","Age","Demographic","The distribution of age groups among the study participants.","30-50 years","25","25%"
"2692","37441712","FKH9623","Age","Demographic","The distribution of age groups among the study participants.","51-70 years","75","75%"
"2693","37441712","FKH9623","Age","Demographic","The distribution of age groups among the study participants.",">70 years","38","38%"
"2694","37441712","FKH9623","Gender","Demographic","The distribution of male and female participants.","Male","59","42.8%"
"2695","37441712","FKH9623","Gender","Demographic","The distribution of male and female participants.","Female","79","57.2%"
"2696","37441712","FKH9623","CADASIL Severity Grade","Other","The categorization of participants by CADASIL severity grade.","Grade 0 (Asymptomatic)","15","10.9%"
"2697","37441712","FKH9623","CADASIL Severity Grade","Other","The categorization of participants by CADASIL severity grade.","Grade 1 (Migraine only)","50","36.2%"
"2698","37441712","FKH9623","CADASIL Severity Grade","Other","The categorization of participants by CADASIL severity grade.","Grade 2 (Stroke, TIA, or MCI)","61","44.2%"
"2699","37441712","FKH9623","CADASIL Severity Grade","Other","The categorization of participants by CADASIL severity grade.","Grade 3 (Gait assistance or dementia)","12","8.7%"
"2700","37441712","FKH9623","CADASIL Severity Grade","Other","The categorization of participants by CADASIL severity grade.","Grade 4 (Bedbound or end-stage)","0","0%"
"2701","37441712","FKH9623","Hypertension Prevalence","Health-Related","The distribution of participants with and without hypertension.","With Hypertension","50","36.2%"
"2702","37441712","FKH9623","Hypertension Prevalence","Health-Related","The distribution of participants with and without hypertension.","Without Hypertension","88","63.8%"
"2703","37441712","FKH9623","Diabetes Prevalence","Health-Related","The distribution of participants with and without diabetes mellitus.","With Diabetes","25","18.1%"
"2704","37441712","FKH9623","Diabetes Prevalence","Health-Related","The distribution of participants with and without diabetes mellitus.","Without Diabetes","113","81.9%"
"2705","33655975","YKI8318","Age","Demographic","Distribution of age groups among the study participants.","70-74",NA,NA
"2706","33655975","YKI8318","Age","Demographic","Distribution of age groups among the study participants.","75-79",NA,NA
"2707","33655975","YKI8318","Age","Demographic","Distribution of age groups among the study participants.","80-84",NA,NA
"2708","33655975","YKI8318","Gender","Demographic","Distribution of male and female participants.","Male","1131","47.4%"
"2709","33655975","YKI8318","Gender","Demographic","Distribution of male and female participants.","Female","1255","52.6%"
"2710","33655975","YKI8318","Region","Geographic","Geographic distribution of study participants.","Korean regions",NA,NA
"2711","33655975","YKI8318","Prevalence of Hypertension","Health-Related","Distribution of participants with and without a diagnosis of hypertension.","With Hypertension","607","44.9%"
"2712","33655975","YKI8318","Prevalence of Hypertension","Health-Related","Distribution of participants with and without a diagnosis of hypertension.","Without Hypertension","744","55.1%"
"2713","33655975","YKI8318","Prevalence of Diabetes","Health-Related","Distribution of participants with and without a diagnosis of diabetes.","With Diabetes",NA,NA
"2714","33655975","YKI8318","Prevalence of Diabetes","Health-Related","Distribution of participants with and without a diagnosis of diabetes.","Without Diabetes",NA,NA
"2715","37830725","HSU2069","Age","Demographic","Age distribution of participants in the study.","42.81 ± 10.99","21","100%"
"2716","37830725","HSU2069","Gender","Demographic","Gender distribution among participants.",NA,NA,NA
"2717","37830725","HSU2069","Region","Geographic","Geographic distribution of where participants are from.","Coimbra, Portugal","21","100%"
"2718","37830725","HSU2069","Prevalence of Diabetes","Health-Related","Prevalence of diabetes among the participants.",NA,NA,NA
"2719","37830725","HSU2069","Employment Status","Other","Employment status of participants.",NA,NA,NA
"2720","37830725","HSU2069","Prevalence of Hypertension","Health-Related","Prevalence of hypertension among the participants.",NA,NA,NA
"2721","37698858","LJW8390","Age","Demographic","The distribution of age groups among the participants.","60-110 years",NA,NA
"2722","37698858","LJW8390","Sex","Demographic","The distribution of male and female participants.","Male",NA,"58.4%"
"2723","37698858","LJW8390","Sex","Demographic","The distribution of male and female participants.","Female",NA,"41.6%"
"2724","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","US",NA,NA
"2725","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Brazil",NA,NA
"2726","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Australia",NA,NA
"2727","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","China",NA,NA
"2728","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Korea",NA,NA
"2729","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Singapore",NA,NA
"2730","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Central African Republic",NA,NA
"2731","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Republic of Congo",NA,NA
"2732","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Nigeria",NA,NA
"2733","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Germany",NA,NA
"2734","37698858","LJW8390","Country of Origin","Geographic","The distribution of participants by country.","Spain",NA,NA
